City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Rundu,NA,-17.9333,19.7667,59.94,22,0,8.57,clear sky
457,Fare,PF,-16.7,-151.0167,78.15,74,14,17.52,light rain
458,Lima,PE,-12.0432,-77.0282,60.91,83,100,10.09,overcast clouds
459,Mackay,AU,-21.15,149.2,82.69,71,30,8.23,scattered clouds
460,Awbari,LY,26.5921,12.7805,83.01,15,0,2.8,clear sky
461,Lujiang,CN,31.2581,117.2817,68.9,61,100,7.61,overcast clouds
462,Kruisfontein,ZA,-34.0033,24.7314,47.88,84,0,5.21,clear sky
463,Hassleholm,SE,56.1591,13.7664,43.36,87,85,3.62,overcast clouds
464,Narsaq,GL,60.9167,-46.05,39.42,78,9,1.41,clear sky
465,Kirovskiy,RU,45.0917,133.5136,54.57,51,2,7.85,clear sky
466,Grua,NO,60.2667,10.6667,34.12,70,32,1.45,scattered clouds
467,Mana,GF,5.6592,-53.7767,77.43,89,100,9.15,overcast clouds
468,Oparino,RU,59.8518,48.2783,49.44,83,100,11.88,overcast clouds
469,Corsicana,US,32.0954,-96.4689,87.96,51,0,4.61,clear sky
470,Lagoa,PT,39.05,-27.9833,73.33,82,8,5.86,clear sky
471,Kirillov,RU,59.863,38.3813,47.41,94,100,3.69,overcast clouds
472,Nikel,RU,69.4128,30.222,33.98,88,36,4.79,scattered clouds
473,Champerico,GT,14.3,-91.9167,77.32,91,100,7.81,overcast clouds
474,Elko,US,41.0002,-115.5012,76.64,11,0,17.0,clear sky
475,Kahului,US,20.8947,-156.47,87.82,61,40,27.63,scattered clouds
476,Kawalu,ID,-7.3817,108.2082,75.25,87,100,2.39,overcast clouds
477,Mae Hong Son,TH,19.3003,97.9685,75.24,97,78,0.36,broken clouds
478,Sorong,ID,-0.8833,131.25,77.0,89,100,5.32,overcast clouds
479,Purranque,CL,-40.9167,-73.1667,42.13,99,85,1.05,overcast clouds
480,Trairi,BR,-3.2778,-39.2689,77.59,81,25,12.66,scattered clouds
481,Maniitsoq,GL,65.4167,-52.9,38.39,87,55,0.2,broken clouds
482,Beringovskiy,RU,63.05,179.3167,43.03,86,100,22.1,light rain
483,Itupiranga,BR,-5.1347,-49.3267,82.72,51,0,0.83,clear sky
484,Inta,RU,66.0317,60.1659,48.52,88,100,19.8,overcast clouds
485,Machinga,MW,-15.1685,35.3,69.51,55,2,3.38,clear sky
486,Talnakh,RU,69.4865,88.3972,31.21,69,100,13.82,overcast clouds
487,Haines Junction,CA,60.7522,-137.5108,53.53,77,50,8.55,scattered clouds
488,Kasongo-Lunda,CD,-6.4667,16.8167,72.03,92,100,1.01,light rain
489,Mosjoen,NO,65.836,13.1908,45.66,87,75,3.44,broken clouds
490,Saryozek,KZ,44.3583,77.9753,61.56,36,5,3.18,clear sky
491,Karasjok,NO,69.4719,25.5112,34.45,82,99,5.93,overcast clouds
492,Kemijarvi,FI,66.7131,27.4306,31.73,84,14,2.57,few clouds
493,Antofagasta,CL,-23.65,-70.4,55.78,80,20,7.61,few clouds
494,Kidal,ML,18.4411,1.4078,87.1,45,45,8.55,scattered clouds
495,Carballo,ES,43.213,-8.691,63.75,84,0,3.83,clear sky
496,Udon Thani,TH,17.3333,102.8333,80.82,91,100,3.53,overcast clouds
497,Baisha,CN,26.5222,110.9311,74.5,48,42,2.48,scattered clouds
498,Kankaanpaa,FI,61.8,22.4167,43.56,80,87,4.14,overcast clouds
499,Christchurch,NZ,-43.5333,172.6333,56.41,76,75,12.66,light rain
500,Vila Velha,BR,-20.3297,-40.2925,73.35,84,0,12.66,clear sky
501,Monte Alegre,BR,-2.0078,-54.0692,81.27,48,8,4.05,clear sky
502,Camacha,PT,33.0833,-16.3333,71.02,83,40,6.91,scattered clouds
503,Mount Isa,AU,-20.7333,139.5,71.37,60,100,12.66,overcast clouds
504,Ribeira Grande,PT,38.5167,-28.7,74.23,80,26,3.89,scattered clouds
505,Thinadhoo,MV,0.5333,72.9333,81.27,72,100,2.89,overcast clouds
506,San Quintin,MX,30.4833,-115.95,72.28,71,17,15.59,few clouds
507,Gurlan,UZ,41.8447,60.3919,59.07,17,0,8.63,clear sky
508,Canaries,ES,28.0,-15.5,66.16,83,20,13.8,few clouds
509,Riacho De Santana,BR,-13.6092,-42.9389,80.65,43,84,9.84,broken clouds
510,Businga,CD,3.3333,20.8833,70.81,99,100,1.63,light rain
511,Tessalit,ML,20.1986,1.0114,87.87,38,2,3.89,clear sky
512,Shellbrook,CA,53.2168,-106.4011,49.55,53,6,9.1,clear sky
513,Limon,CR,10.0,-83.0333,79.05,83,17,5.06,few clouds
514,Ugoofaaru,MV,5.6667,73.0,80.87,77,11,8.7,few clouds
515,Zykovo,RU,55.9519,93.1461,45.34,85,100,5.75,overcast clouds
516,Show Low,US,34.2542,-110.0298,68.0,76,75,6.91,broken clouds
517,Paranga,RU,56.7039,49.4047,45.82,91,6,5.21,clear sky
518,Matay,EG,28.419,30.7792,74.37,58,0,8.95,clear sky
519,Basco,PH,20.4487,121.9702,81.18,63,49,14.97,scattered clouds
520,Nome,US,64.5011,-165.4064,47.1,81,75,12.66,broken clouds
521,Barcelos,PT,41.5388,-8.6151,72.91,72,1,2.3,clear sky
522,Manicore,BR,-5.8092,-61.3003,84.4,45,98,0.45,overcast clouds
523,Kanye,BW,-24.9667,25.3327,46.92,45,0,7.18,clear sky
524,Corinto,GR,37.9407,22.9573,72.9,79,31,2.01,scattered clouds
525,Lobau,DE,51.1,14.6667,47.28,94,13,4.18,few clouds
526,Englehart,CA,47.8169,-79.8664,54.45,96,25,5.95,scattered clouds
527,Blois,FR,47.5833,1.3333,53.98,85,0,7.25,clear sky
528,Port-Cartier,CA,50.0334,-66.8654,47.75,86,100,7.87,overcast clouds
529,Lira,UG,2.235,32.9097,64.18,83,94,4.85,overcast clouds
530,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.71,82,53,7.92,broken clouds
531,Ulaangom,MN,49.9811,92.0667,52.5,56,48,0.92,scattered clouds
532,Mugango,TZ,-1.6833,33.7,71.51,65,40,5.84,scattered clouds
533,Santa Cruz,BO,-17.8,-63.1667,74.66,78,40,4.61,scattered clouds
534,La Asuncion,VE,11.0333,-63.8628,80.44,85,87,10.13,overcast clouds
535,Danjiangkou,CN,32.5428,111.5086,68.74,59,100,1.19,overcast clouds
536,Sichevita,RO,44.735,21.8486,44.58,96,99,3.58,overcast clouds
537,San Juan De Los Morros,VE,9.9115,-67.3538,71.24,95,100,2.89,overcast clouds
538,Bilibino,RU,68.0546,166.4372,38.28,56,100,17.4,overcast clouds
539,Lac-Megantic,CA,45.5834,-70.8823,47.55,99,100,3.31,overcast clouds
540,Plavinas,LV,56.6178,25.7255,48.63,85,100,3.29,overcast clouds
541,Sao Filipe,CV,14.8961,-24.4956,78.84,75,29,6.02,scattered clouds
542,Louny,CZ,50.357,13.7967,48.58,92,94,3.8,overcast clouds
543,Aripuana,BR,-9.1667,-60.6333,77.34,67,9,1.95,clear sky
544,Sal Rei,CV,16.1833,-22.9167,78.76,77,13,13.22,few clouds
545,Point Pedro,LK,9.8167,80.2333,81.66,77,55,18.32,broken clouds
546,Aranos,NA,-24.1333,19.1167,45.18,42,0,7.56,clear sky
547,Omboue,GA,-1.5746,9.2618,74.82,84,100,5.17,overcast clouds
548,Migori,KE,-1.0634,34.4731,63.68,70,17,9.04,few clouds
549,Sorland,NO,67.667,12.6934,50.18,72,100,27.36,light rain
550,Copperas Cove,US,31.1241,-97.9031,87.12,52,27,9.35,scattered clouds
551,Manglaur,IN,29.8,77.8667,76.5,89,78,2.3,broken clouds
552,Aykhal,RU,66.0,111.5,23.54,92,100,15.5,overcast clouds
553,Zambezi,ZM,-13.5432,23.1047,70.0,58,85,4.65,overcast clouds
554,Ponta Delgada,PT,37.7333,-25.6667,75.51,83,20,3.44,few clouds
555,Doume,CM,4.2333,13.45,66.69,99,100,1.86,overcast clouds
556,Ganganagar,IN,29.9167,73.8833,79.86,61,3,5.97,clear sky
557,Tabou,CI,4.423,-7.3528,75.38,88,100,10.22,light rain
558,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.66,93,100,2.46,overcast clouds
559,Svetlogorsk,BY,52.6333,29.7333,45.81,90,100,4.47,overcast clouds
560,Batamshinskiy,KZ,50.5594,58.2747,57.04,21,1,5.95,clear sky
561,Treinta Y Tres,UY,-33.2333,-54.3833,48.47,93,70,8.43,broken clouds
562,Craig,US,40.5153,-107.5464,62.55,59,100,5.75,overcast clouds
563,Beyneu,KZ,45.3167,55.2,65.41,23,0,9.37,clear sky
564,Tommot,RU,58.9564,126.2925,38.44,99,100,1.28,overcast clouds
565,Sur,OM,22.5667,59.5289,82.92,65,0,4.12,clear sky
566,Tuni,IN,17.35,82.55,77.49,85,100,6.91,overcast clouds
567,Axim,GH,4.8699,-2.2405,74.59,90,91,5.35,light rain
568,Villa Carlos Paz,AR,-31.4241,-64.4978,47.89,51,6,11.01,clear sky
569,Kisangani,CD,0.5167,25.2,70.66,99,100,1.5,moderate rain
570,Blagoyevo,RU,63.3667,47.9167,47.77,94,100,7.14,overcast clouds
571,Chuzhou,CN,32.3219,118.2978,70.05,51,100,9.69,overcast clouds
572,Simbahan,PH,6.3032,120.5836,83.52,68,99,3.89,overcast clouds
573,Kropotkin,RU,45.4375,40.5756,62.38,90,100,8.25,overcast clouds
574,Makakilo City,US,21.3469,-158.0858,88.12,53,75,19.57,broken clouds
575,Karasburg,NA,-28.0167,18.75,49.89,30,0,6.67,clear sky
576,Kupang,ID,-10.1667,123.5833,86.23,58,6,7.05,clear sky
577,Lerwick,GB,60.1545,-1.1494,55.4,91,100,12.37,overcast clouds
578,Hastings,GB,50.8552,0.5729,55.9,88,25,3.49,scattered clouds
579,Energetik,RU,51.7445,58.7934,56.61,24,10,2.1,clear sky
580,Aksay,RU,47.26,39.87,65.25,53,100,3.0,overcast clouds
581,Rio Grande,BR,-32.035,-52.0986,56.55,82,100,11.1,overcast clouds
582,Maningrida,AU,-12.0667,134.2667,88.16,49,100,8.57,overcast clouds
583,Flin Flon,CA,54.7682,-101.865,46.53,94,100,4.94,overcast clouds
584,Pemba,MZ,-12.974,40.5178,72.3,94,20,4.61,few clouds
585,Dunmore Town,BS,25.5,-76.65,84.36,73,1,17.98,clear sky
586,Chapais,CA,49.7834,-74.8492,49.44,84,25,9.01,scattered clouds
587,Kalaleh,IR,37.3807,55.4916,76.6,29,0,4.23,clear sky
588,Alyangula,AU,-13.8483,136.4192,84.81,60,15,11.48,few clouds
589,Cabinda,AO,-5.55,12.2,73.65,88,100,8.1,overcast clouds
590,Wamba,NG,8.9333,8.6,70.27,95,98,1.9,light rain
591,Nata,PA,8.3333,-80.5167,75.07,97,100,5.21,overcast clouds
592,Matagami,CA,49.7502,-77.6328,51.58,96,10,6.8,clear sky
593,Nara,JP,34.6851,135.8049,73.49,37,34,6.17,scattered clouds
594,Harindanga,IN,22.0383,88.3214,80.69,87,74,5.91,broken clouds
595,Umm Lajj,SA,25.0213,37.2685,80.06,61,0,4.72,clear sky
596,Komsomolskiy,UZ,40.4272,71.7189,66.92,42,46,6.91,scattered clouds
597,Frolovo,RU,49.7713,43.6622,53.38,61,100,6.76,overcast clouds
598,Alice Springs,AU,-23.7,133.8833,65.75,39,0,16.11,clear sky
599,Kilis,TR,36.7161,37.115,73.63,86,0,8.55,clear sky
600,Sheregesh,RU,52.9209,87.9869,44.4,78,16,2.35,few clouds
601,Novobirilyussy,RU,56.9514,90.6661,38.88,90,100,1.81,overcast clouds
602,Ust-Maya,RU,60.4167,134.5333,37.45,42,9,8.34,clear sky
603,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,50.56,83,100,6.24,overcast clouds
604,Povenets,RU,62.8487,34.8262,47.12,88,100,7.85,overcast clouds
605,Cerro De Pasco,PE,-10.6833,-76.2667,37.89,90,57,1.99,broken clouds
606,Luang Prabang,LA,19.8856,102.1347,75.33,93,85,1.07,overcast clouds
607,Foumban,CM,5.7291,10.9001,61.25,96,100,2.57,light rain
608,Pangkalanbuun,ID,-2.6833,111.6167,78.4,81,100,3.0,overcast clouds
609,Pacocha,PE,-17.5833,-71.3333,58.42,83,76,7.18,broken clouds
610,Lumeje,AO,-11.55,20.7833,68.0,65,8,4.59,clear sky
611,Kismayo,SO,-0.3582,42.5454,76.55,83,36,14.79,scattered clouds
612,Tytuvenai,LT,55.6,23.2,48.11,95,100,6.24,overcast clouds
613,Vanimo,PG,-2.6741,141.3028,84.51,65,100,5.84,overcast clouds
614,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,93,0,6.91,clear sky
615,Atambua,ID,-9.1061,124.8925,85.03,53,57,1.92,broken clouds
616,Lensk,RU,60.7253,114.9278,40.87,97,100,2.44,light rain
617,Iroquois Falls,CA,48.7669,-80.6831,57.49,91,93,8.86,overcast clouds
618,Nortelandia,BR,-14.4547,-56.8028,84.18,54,74,4.43,broken clouds
619,Verkhniye Sergi,RU,56.6469,59.5556,52.86,88,82,4.56,broken clouds
620,Loja,EC,-3.9931,-79.2042,55.38,93,19,2.71,few clouds
621,Panalingaan,PH,8.7842,117.4231,83.34,74,100,7.4,overcast clouds
622,Acapulco,MX,16.8634,-99.8901,80.42,83,100,3.44,overcast clouds
623,Fuerte Olimpo,PY,-21.0415,-57.8738,74.01,75,20,4.25,few clouds
624,Rocky Mountain House,CA,52.3668,-114.9188,52.21,45,2,5.01,clear sky
625,Abu Dhabi,AE,24.4667,54.3667,89.71,45,5,3.44,clear sky
626,Gigmoto,PH,13.7796,124.39,84.06,67,97,0.78,overcast clouds
627,Arona,ES,28.0996,-16.681,66.72,79,20,6.91,few clouds
628,Kirakira,SB,-10.4544,161.9205,78.84,87,100,8.48,overcast clouds
629,Kinablangan,PH,7.6947,126.5503,84.09,69,94,1.52,overcast clouds
630,Pokrovsk,UA,48.282,37.1758,53.44,74,78,6.89,broken clouds
631,Pleasanton,US,37.6624,-121.8747,74.55,59,20,6.91,few clouds
632,Kendari,ID,-3.945,122.4989,82.8,73,53,0.76,broken clouds
633,Brainerd,US,46.358,-94.2008,73.18,60,0,10.36,clear sky
634,Beloha,MG,-25.1667,45.05,67.64,63,0,6.49,clear sky
635,Aden,YE,12.7794,45.0367,87.22,77,10,13.58,clear sky
636,Neiafu,TO,-18.65,-173.9833,79.48,89,40,10.36,scattered clouds
637,Mezen,RU,65.8522,44.24,45.63,89,96,11.83,overcast clouds
638,San Rafael,AR,-34.6177,-68.3301,51.76,49,100,10.4,overcast clouds
639,Le Vauclin,MQ,14.5452,-60.8388,82.45,83,20,10.36,few clouds
640,Marawi,PH,7.9986,124.2928,75.87,78,100,0.36,overcast clouds
641,North Bend,US,43.4065,-124.2243,66.24,100,100,3.44,overcast clouds
642,Springdale,US,36.1867,-94.1288,83.68,56,0,4.61,clear sky
643,Hammerfest,NO,70.6634,23.6821,43.25,81,75,16.11,light rain
644,Garowe,SO,8.4054,48.4845,76.55,73,28,17.81,scattered clouds
645,Solnechnyy,RU,50.7214,136.6319,48.72,57,18,6.13,few clouds
646,Yulara,AU,-25.2406,130.9889,67.6,33,0,13.0,clear sky
647,Presidente Dutra,BR,-5.29,-44.49,80.67,37,3,1.43,clear sky
648,Pakxe,LA,15.1167,105.7833,74.82,96,100,2.75,overcast clouds
649,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,100,100,18.41,moderate rain
650,Ouallam,NE,14.3188,2.0866,80.01,76,0,8.03,clear sky
651,Ust-Kuyga,RU,70.0167,135.6,31.93,92,100,5.12,light snow
652,Okha,RU,53.5739,142.9478,48.18,56,16,22.46,few clouds
653,Asilah,MA,35.465,-6.0348,75.16,88,9,6.62,clear sky
654,Ballina,AU,-28.8667,153.5667,71.02,75,100,10.38,moderate rain
655,Baruun-Urt,MN,46.6806,113.2792,52.68,32,54,6.15,broken clouds
656,Smithers,CA,54.7804,-127.1743,64.72,52,20,3.44,few clouds
657,Jasper,US,37.2001,-94.3502,88.99,45,0,6.91,clear sky
658,Gambela,ET,8.25,34.5833,72.23,81,100,3.78,overcast clouds
659,Oranjemund,NA,-28.55,16.4333,58.3,51,4,8.46,clear sky
660,Syamzha,RU,60.0158,41.0614,46.18,96,100,5.95,overcast clouds
661,Konin,PL,52.2234,18.2512,46.76,91,19,6.24,few clouds
662,San Isidro,PE,-12.1167,-77.05,62.02,83,100,11.5,overcast clouds
663,Kilindoni,TZ,-7.9139,39.6668,74.82,77,100,7.99,overcast clouds
664,Tianmen,CN,30.6516,113.1603,66.81,49,100,8.93,overcast clouds
665,Sandakan,MY,5.8402,118.1179,78.8,87,100,3.69,overcast clouds
666,Turukhansk,RU,65.8167,87.9833,34.12,51,100,13.51,overcast clouds
667,Sault Sainte Marie,CA,46.5168,-84.3333,64.96,82,0,3.44,clear sky
668,Strezhevoy,RU,60.7333,77.5889,52.54,98,100,8.86,overcast clouds
669,Hirado,JP,33.3597,129.5531,73.38,61,81,27.98,broken clouds
670,Borba,BR,-4.3878,-59.5939,85.8,36,100,0.29,overcast clouds
671,Lere,NG,10.387,8.5726,66.88,97,86,0.38,light rain
672,Semey,KZ,50.4111,80.2275,48.42,49,0,4.47,clear sky
673,Artigas,UY,-30.4,-56.4667,58.82,89,98,7.2,overcast clouds
674,Khandyga,RU,62.6667,135.6,37.81,40,3,5.08,clear sky
675,Valle Hermoso,MX,25.6667,-97.8333,84.09,62,9,9.69,clear sky
676,Kuznechnoye,RU,61.12,29.8686,46.0,92,23,5.14,few clouds
677,Cabedelo,BR,-6.9811,-34.8339,74.07,80,3,9.13,clear sky
678,Sibut,CF,5.718,19.0739,68.67,98,93,3.56,overcast clouds
679,Zhangye,CN,38.9342,100.4517,67.95,33,100,2.39,overcast clouds
680,Igarka,RU,67.4667,86.5833,33.46,61,100,18.14,overcast clouds
681,Lanzhot,CZ,48.7244,16.9669,48.34,89,19,4.99,few clouds
682,Xining,CN,36.6167,101.7667,54.0,67,0,2.44,clear sky
683,Am Timan,TD,11.0297,20.2827,69.33,92,34,3.06,scattered clouds
